City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
527,Coahuayana,MX,80.6,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
528,Yabelo,ET,67.15,overcast clouds,4.8833,38.0833,Asnakech W/michael
530,Quelimane,MZ,78.8,scattered clouds,-17.8786,36.8883,Hotel Flamingo
531,Praia Da Vitoria,PT,62.6,few clouds,38.7333,-27.0667,Hotel Branco I
532,Jaque,PA,82.63,light rain,7.5175,-78.1703,Imbu Bua Lodge
533,Torres,BR,75.51,clear sky,-29.3353,-49.7269,Farol Hotel
535,Arrifes,PT,60.8,broken clouds,37.7667,-25.7,Hotel Ponta Delgada
539,Wewak,PG,77.72,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
540,Sabang,ID,80.38,overcast clouds,5.8933,95.3214,Hotel Citra
542,San Patricio,US,69.8,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
544,Hambantota,LK,73.4,heavy intensity rain,6.1241,81.1185,Bungalow 63
547,Kahului,US,73.4,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
550,Axim,GH,79.95,clear sky,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
551,Chokwe,MZ,69.03,clear sky,-24.5333,32.9833,Complexo Sonho Real
552,Tonneins,FR,60.8,clear sky,44.3921,0.3124,Hôtel Des Fleurs SARL FLOWERS
